id,name,institution,department,departmentId,imageUrl,hIndex,i10Index,publications,citations,bio,researchInterests,domain,iitornit
k._ganapathy_ayappa,K. Ganapathy Ayappa,Indian Institute of Science,"Professor of Chemical Engineering, Indian Institute of Science","professor_of_chemical_engineering,_indian_institute_of_science",,40,93,0,4872,Professor at Indian Institute of Science specializing in Chemical Engineering.,"Chemical Engineering, Biomolecular Engineering",Chemical Engineering,na
dr._ganesh_chandra_dhal,Dr. Ganesh Chandra Dhal,Indian Institute of Technology (IIT) Delhi,"Institutes of National Importance, Government of India","institutes_of_national_importance,_government_of_india",,30,39,0,1971,Professor at Indian Institute of Technology (IIT) Delhi specializing in Environmental Catalysis.,"Environmental Catalysis, Air Pollution Control",Computer Science,iit
prof___k_s__ganesh_prasad,Prof   K S  GANESH PRASAD,Institute of Advanced Research,"Institute of Advanced Researh, Gandhinagar","institute_of_advanced_researh,_gandhinagar",,13,15,0,1755,Professor at Institute of Advanced Research specializing in Gandhinagar.,"Gandhinagar, Materials Science",Mechanical Engineering,na
"ganesh_kumar_venayagamoorthy,_ieee_fellow","Ganesh Kumar Venayagamoorthy, IEEE Fellow",Clemson University,Clemson University,clemson_university,,72,315,0,25108,Professor at Clemson University specializing in Power Systems.,"Power Systems, Computational Intelligence",Computer Science,na
dr._k_v_gangadharan,Dr. K V Gangadharan,National Institute of Technology Karnataka (NITK),"Professor of Mechanical Engineering, National Institute of Technology Karnataka, (NITK) Surathkal","professor_of_mechanical_engineering,_national_institute_of_technology_karnataka,_(nitk)_surathkal",,24,58,0,2592,Professor at National Institute of Technology Karnataka (NITK) specializing in Mechanical Engineering.,"Mechanical Engineering, Thermal Engineering",Mechanical Engineering,nit
gargi_khanna,Gargi Khanna,National Institute of Technology Hamirpur,National Institute of Technology Hamirpur,national_institute_of_technology_hamirpur,,10,11,0,405,Professor at National Institute of Technology Hamirpur specializing in Renewable Energy Systems.,"Renewable Energy Systems, Power Electronics",Electrical Engineering,nit
garima_agrawal,Garima Agrawal,IIT Mandi,"Associate Professor, IIT Mandi, Himachal Pradesh, India","associate_professor,_iit_mandi,_himachal_pradesh,_india",,24,33,0,1822,Professor at IIT Mandi specializing in Materials Science.,"Materials Science, Nanotechnology",Mechanical Engineering,na
garima_chopra,Garima Chopra,Chitkara University,"Assistant Professor, Chitkara University, Punjab","assistant_professor,_chitkara_university,_punjab",,9,7,0,218,Professor at Chitkara University specializing in Data Science.,"Data Science, Artificial Intelligence",Computer Science,na
garima_ghai,Garima Ghai,Oriental University,Oriental University,oriental_university,,4,3,0,72,Professor at Oriental University specializing in Environmental Science.,"Environmental Science, Sustainable Development",Computer Science,na
prof.(dr.)garima_goswami,Prof.(Dr.)Garima Goswami,Sanskriti University,"Professor,  Sanskriti University Mathura","professor,__sanskriti_university_mathura",,9,9,0,296,Professor at Sanskriti University specializing in Education.,"Education, Sanskrit Studies",Other,na
garima_sharma,Garima Sharma,Kangwon National University,"Research professor, Kangwon National University, Korea","research_professor,_kangwon_national_university,_korea",,38,67,0,7388,Professor at Kangwon National University specializing in Environmental Science.,"Environmental Science, Sustainable Development",Computer Science,na
gaurav_bartarya,Gaurav Bartarya,Indian Institute of Technology,"Associate Professor, Indian Institute of Technology, Bhubaneswar, INDIA","associate_professor,_indian_institute_of_technology,_bhubaneswar,_india",,8,8,0,926,Professor at Indian Institute of Technology specializing in Bhubaneswar.,"Bhubaneswar, Renewable Energy Systems",Other,iit
gaurav_jyoti_bansal,Gaurav Jyoti Bansal,Cardiff and Vale UHB,Cardiff and Vale UHB,cardiff_and_vale_uhb,,7,6,0,397,Professor at Cardiff and Vale UHB specializing in Medical Imaging.,"Medical Imaging, Radiology",Medical Sciences,na
gaurav_sharma,Gaurav Sharma,University of Rochester,University of Rochester,university_of_rochester,,74,817,0,41144,Professor at University of Rochester specializing in Biomedical Optics.,"Biomedical Optics, Medical Imaging",Medical Sciences,na
gauri_dutt_sharma,gauri dutt sharma,University of Delhi,department of life science,department_of_life_science,,27,64,0,3237,Professor at University of Delhi specializing in Molecular Biology.,"Molecular Biology, Genetics",Medical Sciences,na
gaurishankar_manandhar,Gaurishankar Manandhar,Tribhuvan University,"Adjunct Professor, Tribhuvan University Nepal","adjunct_professor,_tribhuvan_university_nepal",,30,36,0,2760,Professor at Tribhuvan University specializing in Environmental Science.,"Environmental Science, Climate Change",Other,na
dr.goutam_sutradhar,Dr.Goutam Sutradhar,University of Calcutta,"Professor, Director","professor,_director",,26,59,0,2027,Professor at University of Calcutta specializing in Materials Science.,"Materials Science, Nanotechnology",Mechanical Engineering,na
gazal_sharma,Gazal Sharma,Central University of Himachal Pradesh,Central University of Himachal Pradesh,central_university_of_himachal_pradesh,,3,1,0,22,Professor at Central University of Himachal Pradesh specializing in Environmental Science.,"Environmental Science, Sustainable Development",Computer Science,na
geeta_k_swamy,Geeta K Swamy,Duke University,Duke University,duke_university,,52,141,0,12918,Professor at Duke University specializing in Maternal-Fetal Medicine.,"Maternal-Fetal Medicine, Vaccine Safety",Medical Sciences,na
george.k_varghese,George.K Varghese,National Institute of Technology Calicut,"Department of Civil Engineering, NIT Calicut","department_of_civil_engineering,_nit_calicut",,14,19,0,944,Professor at National Institute of Technology Calicut specializing in Structural Engineering.,"Structural Engineering, Geotechnical Engineering",Civil Engineering,nit
"sajan_d._george_finst.p,_frsc,_fics","Sajan D. George FInst.P, FRSC, FICS",Manipal Academy of Higher Education,"Professor and Head, Department of Atomic and Molecular Physics, Manipal Academy of Higher Education","professor_and_head,_department_of_atomic_and_molecular_physics,_manipal_academy_of_higher_education",,26,82,0,2716,Professor at Manipal Academy of Higher Education specializing in Atomic Physics.,"Atomic Physics, Molecular Physics",Physics,na
ghanshyam_singh,Ghanshyam Singh,University of Johannesburg,"University of Johannesburg, Johannesburg, South Africa","university_of_johannesburg,_johannesburg,_south_africa",,39,155,0,5974,Professor at University of Johannesburg specializing in Photonics.,"Photonics, Optical Communications",Other,na
gian_bhushan,Gian Bhushan,NIT Kurukshetra,"Professor, Mechanical Engineering Department, NIT Kurukshetra","professor,_mechanical_engineering_department,_nit_kurukshetra",,18,27,0,919,Professor at NIT Kurukshetra specializing in Mechanical Engineering.,"Mechanical Engineering, Renewable Energy Systems",Mechanical Engineering,na
dr._girdhar_gopal,Dr. Girdhar Gopal,Sanatan Dharma College,"Assistant Professor, Sanatan Dharma College, Ambala Cantt., Haryana","assistant_professor,_sanatan_dharma_college,_ambala_cantt.,_haryana",,8,7,0,241,Professor at Sanatan Dharma College specializing in Physics.,"Physics, Material Science",Physics,na
girdhari_singh,Girdhari Singh,Malaviya National Institute of Technology Jaipur,Malaviya National Institute of Technology Jaipur,malaviya_national_institute_of_technology_jaipur,,26,52,0,2536,Professor at Malaviya National Institute of Technology Jaipur specializing in Power Systems.,"Power Systems, Renewable Energy",Computer Science,nit
gireesan._k,Gireesan. K,Institute of Forest Genetics and Tree Breeding,"Chief Technical Officer, Institute of Forest Genetics and Tree breeding","chief_technical_officer,_institute_of_forest_genetics_and_tree_breeding",,6,3,0,146,Professor at Institute of Forest Genetics and Tree Breeding specializing in Forest Genetics.,"Forest Genetics, Tree Breeding",Medical Sciences,na
girish_kumar_singh,Girish Kumar Singh,Dr Harisingh Gour University Sagar,"Department of Computer Science and Applications, Dr Harisingh Gour University Sagar","department_of_computer_science_and_applications,_dr_harisingh_gour_university_sagar",,6,5,0,137,Professor at Dr Harisingh Gour University Sagar specializing in Data Mining.,"Data Mining, Artificial Intelligence",Computer Science,na
dr.gitish_kishor_dutta,Dr.Gitish Kishor Dutta,National Institute of Technology Meghalaya,National Institute of Technology Meghalaya,national_institute_of_technology_meghalaya,,19,23,0,1736,Professor at National Institute of Technology Meghalaya specializing in Renewable Energy.,"Renewable Energy, Material Science",Other,nit
dr.gitish_kishor_dutta,Dr.Gitish Kishor Dutta,National Institute of Technology Meghalaya,National Institute of Technology Meghalaya,national_institute_of_technology_meghalaya,,19,23,0,1736,Professor at National Institute of Technology Meghalaya specializing in Renewable Energy.,"Renewable Energy, Environmental Sustainability",Computer Science,nit
gnanavel_venkatesan,Gnanavel Venkatesan,Indian Veterinary Research Institute,"Scientist, Indian Veterinary Research Institute","scientist,_indian_veterinary_research_institute",,35,69,0,3045,Professor at Indian Veterinary Research Institute specializing in Veterinary Microbiology.,"Veterinary Microbiology, Immunology",Medical Sciences,na
dr_vikram_patel,DR Vikram Patel,Gokul Global University,"Associate professor, Gokul Global University","associate_professor,_gokul_global_university",,2,1,0,657,Professor at Gokul Global University specializing in Public Health.,"Public Health, Mental Health",Medical Sciences,na
gopal_sakarkar_(orcid:-0000-0002-2108-4827),Gopal Sakarkar (Orcid:-0000-0002-2108-4827),Dr. Vishwanath Karad MIT World Peace University,"Dr. Vishwanath Karad MIT World Peace University,Pune","dr._vishwanath_karad_mit_world_peace_university,pune",,10,13,0,569,Professor at Dr. Vishwanath Karad MIT World Peace University specializing in Pune.,"Pune, Renewable Energy",Other,na
s._gopalakrishnan,S. Gopalakrishnan,Indian Institute of Science,"Professor, Department of Aerospace Engineering, Indian Institute of Science","professor,_department_of_aerospace_engineering,_indian_institute_of_science",,56,160,0,11810,Professor at Indian Institute of Science specializing in Aerospace Engineering.,"Aerospace Engineering, Structural Dynamics",Mechanical Engineering,na
"dr._sreeraj_gopi,_phd,_frsc,_facn,_frsa,_cchem","Dr. Sreeraj Gopi, PhD, FRSC, FACN, FRSA, CChem",Amrita Vishwa Vidyapeetham,"Director, Visiting Professor","director,_visiting_professor",,33,64,0,5200,Professor at Amrita Vishwa Vidyapeetham specializing in Nanotechnology.,"Nanotechnology, Drug Delivery Systems",Other,na
dr._gopinath_mandal,Dr. Gopinath Mandal,Visva-Bharati University,"Lecturer of Matematics, Visva-Bharati University, India, Formar Asst. Prof of NIT","lecturer_of_matematics,_visva-bharati_university,_india,_formar_asst._prof_of_nit",,20,33,0,1400,Professor at Visva-Bharati University specializing in Mathematics.,"Mathematics, Applied Mathematics",Mathematics,na
"dr._subash_gopinath,_ph.d.,_professor","Dr. Subash Gopinath, Ph.D., Professor",Universiti Malaysia Perlis (UniMAP),"FKTKimia & Institute of Nano Electronic Engineering, Universiti Malaysia Perlis (UniMAP)","fktkimia_&_institute_of_nano_electronic_engineering,_universiti_malaysia_perlis_(unimap)",,67,382,0,19849,Professor at Universiti Malaysia Perlis (UniMAP) specializing in Nanoelectronics.,"Nanoelectronics, Biosensors",Electrical Engineering,na
gautam_das,Gautam Das,University of Texas at Arlington,"Distinguished University Chair Professor, Associate Dean,  University of Texas at Arlington","distinguished_university_chair_professor,_associate_dean,__university_of_texas_at_arlington",,66,322,0,21837,Professor at University of Texas at Arlington specializing in Data Mining.,"Data Mining, Big Data Analytics",Computer Science,na
"gour_sundar_mitra_thakur,_phd","GOUR SUNDAR MITRA THAKUR, PhD",Dr. B.C. Roy Engineering College,"Department of CSE(AIML), Dr. B.C. Roy Engineering College, Durgapur","department_of_cse(aiml),_dr._b.c._roy_engineering_college,_durgapur",,9,8,0,859,Professor at Dr. B.C. Roy Engineering College specializing in Artificial Intelligence.,"Artificial Intelligence, Machine Learning",Computer Science,na
gourav_bhattacharya,Gourav Bhattacharya,Ulster University,"Research Associate, Ulster University","research_associate,_ulster_university",,21,30,0,1305,Professor at Ulster University specializing in Artificial Intelligence.,"Artificial Intelligence, Data Analytics",Computer Science,na
gourab_das,Gourab Das,PEC Chandigarh,Assistant Professor (ECE)-- PEC Chandigarh,assistant_professor_(ece)--_pec_chandigarh,,23,32,0,1401,Professor at PEC Chandigarh specializing in Signal Processing.,"Signal Processing, Communication Systems",Electrical Engineering,na
gaurav_srivastava,Gaurav Srivastava,Google,Google,google,,11,13,0,5105,Professor at Google specializing in Machine Learning.,"Machine Learning, Natural Language Processing",Computer Science,na
dr._shaik_gouse_peera,Dr. Shaik Gouse Peera,Keimyung University,"Assistant Professor, Keimyung University, South Korea","assistant_professor,_keimyung_university,_south_korea",,33,71,0,3175,Professor at Keimyung University specializing in Renewable Energy.,"Renewable Energy, Energy Storage Systems",Other,na
goutam_chakraborty,GOUTAM CHAKRABORTY,Oklahoma State University,"Professor of Marketing, Oklahoma State University","professor_of_marketing,_oklahoma_state_university",,32,46,0,5601,Professor at Oklahoma State University specializing in Consumer Behavior.,"Consumer Behavior, Marketing Strategy",Business Management,na
